id,name,phone,email,cuisine_type,price_range,vat_code
6001,Harbor Oven,525177741,Harbor@protonmail.com,american,$,84128554
6002,Chop Delights,630977691,Chop@aol.com,arabic,$$$,24886172
6003,Cheese Zest,915256370,Cheese@protonmail.com,american,$$$$,88442523
6004,Urban Zest,818662436,Urban@hotmail.com,japanese,$,37900178
6005,Maple View Bistro,124717599,Maple@mail.com,american,$,86254810
6006,Mosaic Trail,885297467,Mosaic@yahoo.com,vegetarian,$$$,18364484
6007,Crispy Bliss,251153228,Crispy@yahoo.com,arabic,$,63383439
6008,Global Tastes,407049756,Global@yahoo.com,vegetarian,$$$,36580750
6009,Global & Ladle,597512326,Global@outlook.com,japanese,$,68843078
6010,Salt Gourmet,768567258,Salt@yahoo.com,mexican,$$$,24495233
6011,Silver Greens,515360780,Silver@gmx.com,italian,$$$$,79179575
6012,Chop Bliss,754309647,Chop@zoho.com,arabic,$,61257323
6013,Sip Street,281811294,Sip@outlook.com,vegetarian,$$,35382331
6014,Crafted View Bistro,235554935,Crafted@gmx.com,american,$$$$,13375928
6015,Global Eats,154835215,Global@gmail.com,arabic,$$,17606151
6016,City Tastes,174148773,City@mail.com,american,$$,26138705
6017,Blue Delights,353058993,Blue@protonmail.com,japanese,$$$$,36217061
6018,Red Haven,131432155,Red@aol.com,mexican,$$$,68568984
6019,Copper Plate,924318235,Copper@zoho.com,vegetarian,$$,92136008
6020,Harbor Garden,500958621,Harbor@protonmail.com,mexican,$$$,49909751
6021,Bella Garden,654588190,Bella@gmail.com,italian,$$,61651818
6022,Basil Kitchen,120677809,Basil@protonmail.com,vegetarian,$,47213673
6023,Cheese Edge,577470816,Cheese@gmx.com,japanese,$$$$,68395965
6024,The Plate,712126850,The@hotmail.com,mexican,$,96400587
6025,Twisted Palace,600226941,Twisted@gmx.com,mexican,$$$,78600202
6026,Savor Side Grill,520264536,Savor@hotmail.com,italian,$$,66303778
6027,Taste Greens,376267996,Taste@protonmail.com,italian,$$,74053682
6028,Ocean Greens,893825722,Ocean@hotmail.com,japanese,$,97353716
6029,The Bliss,204784417,The@outlook.com,american,$$$,31017993
6030,Whisk Cuisine,130794241,Whisk@aol.com,mexican,$$$$,99138775
6031,Twisted Delights,812272081,Twisted@gmail.com,arabic,$$,76281411
6032,The Oven,869132535,The@zoho.com,arabic,$$,15118017
6033,Bella Tastes,240343482,Bella@gmail.com,american,$$$$,28175698
6034,Minty Cuisine,481626790,Minty@gmx.com,thai,$,75957643
6035,Table & Sugar,756780050,Table@mail.com,arabic,$$$,21362087
6036,Tender Haven,248677352,Tender@outlook.com,arabic,$,49601205
6037,Maple Zest,538802353,Maple@outlook.com,mexican,$$$$,55236001
6038,Nectar Spoon,316275940,Nectar@zoho.com,thai,$$$,64158033
6039,Whisk Delights,169035335,Whisk@icloud.com,thai,$$,16436477
6040,Salt Seasons,175177114,Salt@gmx.com,japanese,$$,63050673
6041,Lemon Tales,230694103,Lemon@icloud.com,thai,$$$$,27636128
6042,Table Eats,680202234,Table@gmx.com,american,$$$$,53192840
6043,Fusion Delights,151553977,Fusion@icloud.com,mexican,$$,95944028
6044,Crafted Trail,965245004,Crafted@hotmail.com,japanese,$,46262491
6045,Lemon Moments,580404174,Lemon@aol.com,american,$$$$,83703677
6046,Basil Oven,413473136,Basil@yahoo.com,italian,$$$,38859681
6047,Silver Fare,408772091,Silver@hotmail.com,thai,$$$$,77306510
6048,Copper View Bistro,206646868,Copper@outlook.com,japanese,$$$$,60018085
6049,Savor Grind,824920365,Savor@mail.com,american,$$$,67147157
6050,Copper Kitchen,728996643,Copper@yahoo.com,arabic,$$,20110597
6051,Table Tales,746571498,Table@protonmail.com,vegetarian,$$,98208921
6052,Sip Trail,478822785,Sip@outlook.com,american,$$,53501032
6053,Plated & Sugar,628296058,Plated@gmail.com,vegetarian,$$$,22152212
6054,Global & Savor,136827369,Global@outlook.com,thai,$,78131156
6055,Sip Tastes,904829466,Sip@protonmail.com,mexican,$,31313575
6056,Red Bliss,384672408,Red@yahoo.com,thai,$$$$,83040688
6057,Maple Fusion,847678297,Maple@mail.com,mexican,$$,24944666
6058,Twisted Fare,751753973,Twisted@icloud.com,thai,$$,43490713
6059,Fusion Gourmet,139335836,Fusion@aol.com,american,$$,53224853
6060,Eternal & Sugar,936408416,Eternal@icloud.com,thai,$$,68701938
6061,Basil Zest,201596114,Basil@mail.com,arabic,$$$$,94415618
6062,Golden Cuisine,534883723,Golden@gmail.com,american,$,79641128
6063,Eternal & Sugar,242039163,Eternal@outlook.com,japanese,$$$$,80739034
6064,Maple Fare,291574688,Maple@outlook.com,american,$$$,76957738
6065,Global Crunch,705266373,Global@icloud.com,italian,$,32464650
6066,Whisk Grind,282193347,Whisk@zoho.com,thai,$$$,49665587
6067,City Grind,212985777,City@gmail.com,japanese,$$,12933188
6068,Savory Kettle,661267870,Savory@hotmail.com,italian,$$,22559586
6069,Zen Street Cafe,846339000,Zen@mail.com,arabic,$$$,94218879
6070,Epicurean Haven,432376004,Epicurean@protonmail.com,american,$$,32481920
6071,Eternal Moments,360954907,Eternal@icloud.com,arabic,$$,84501390
6072,Crafted Haven,228278237,Crafted@protonmail.com,arabic,$,90971986
6073,Crafted Trail,309233072,Crafted@gmx.com,vegetarian,$,63606732
6074,Savor Moments,809151527,Savor@hotmail.com,american,$$,59643693
6075,Savory Edge,530729386,Savory@gmail.com,arabic,$$,70516038
6076,Spice Delights,608825431,Spice@hotmail.com,thai,$,71346363
6077,Pasta View Bistro,260627364,Pasta@gmx.com,mexican,$$$,77816521
6078,Table Haven,982493812,Table@zoho.com,arabic,$$$$,25508786
6079,Pasta Garden,623671410,Pasta@yahoo.com,mexican,$$,57325004
6080,Sunny Bliss,647902394,Sunny@hotmail.com,vegetarian,$$$,12687347
6081,Maple Bliss,333417556,Maple@aol.com,american,$,42190851
6082,Plated Palace,463880657,Plated@yahoo.com,mexican,$$$,74659982
6083,Twisted Kitchen,143339385,Twisted@aol.com,italian,$$$,65281722
6084,Harbor Delights,886628853,Harbor@gmail.com,arabic,$,77097051
6085,The Zest,432782879,The@gmx.com,mexican,$,44911873
6086,Nectar Side Grill,138747365,Nectar@gmx.com,italian,$,90988667
6087,Mango Eats,758112478,Mango@yahoo.com,thai,$,63367851
6088,Spice Delights,979475580,Spice@mail.com,thai,$$$,75918613
6089,Whisk Harvest,666003029,Whisk@protonmail.com,japanese,$$$,14867618
6090,Crispy Eats,890409799,Crispy@outlook.com,mexican,$$$,22272629
6091,Urban Plate,224289623,Urban@mail.com,american,$$$$,53936981
6092,City Seasons,262339595,City@yahoo.com,mexican,$$$,64511308
6093,Golden Cuisine,329103399,Golden@icloud.com,american,$,72239296
6094,Plated Pepper Grill,384637845,Plated@outlook.com,italian,$$$,87381840
6095,Plated Garden,194019277,Plated@mail.com,thai,$,72120035
6096,Salt View Bistro,801435692,Salt@outlook.com,american,$$$,81522564
6097,Copper Street Cafe,936146026,Copper@aol.com,american,$$$,27306013
6098,Urban Bistro,897635592,Urban@aol.com,mexican,$$$$,25225157
6099,Zen Nook,294260384,Zen@aol.com,italian,$$$$,43389823
6100,Ocean Kitchen,222041417,Ocean@icloud.com,vegetarian,$$$$,81890193
6101,Epicurean Garden,314152628,Epicurean@protonmail.com,mexican,$$$,65380215
6102,Global Street,474596948,Global@gmx.com,thai,$,64252575
6103,Savor Edge,418109975,Savor@mail.com,vegetarian,$$,31023244
6104,Crisp Moments,990147389,Crisp@gmx.com,japanese,$,52447572
6105,Salt Please,677208564,Salt@mail.com,american,$$,62968418
6106,Golden Nook,320546297,Golden@aol.com,arabic,$$,79660012
6107,Crispy Perfection,734273369,Crispy@protonmail.com,italian,$$$,93670869
6108,Savor Spoon,592004834,Savor@protonmail.com,arabic,$$$,25965075
6109,Fusion Side Grill,752506262,Fusion@protonmail.com,mexican,$$$$,95704480
6110,Pasta Crunch,122096644,Pasta@gmx.com,american,$,95470167
6111,Zen Eats,333591176,Zen@hotmail.com,american,$,29937918
6112,Mango Side Grill,996269933,Mango@outlook.com,vegetarian,$,45328969
6113,Mango Street Cafe,742522616,Mango@hotmail.com,mexican,$$$,95888316
6114,Sip & Fresh,587115011,Sip@outlook.com,italian,$$$$,18718690
6115,Copper Bliss,973943586,Copper@gmx.com,italian,$$$,13771001
6116,Epicurean Moments,721246347,Epicurean@zoho.com,mexican,$$,98462762
6117,Crispy Crunch,527881048,Crispy@icloud.com,american,$$,26536047
6118,Golden Chop House,878818699,Golden@gmail.com,american,$,43097863
6119,Lemon Palace,713801368,Lemon@gmx.com,arabic,$$$$,69053152
6120,Mango Wok,362023647,Mango@protonmail.com,japanese,$$$,26961642
6121,Whisk Delights,900765770,Whisk@aol.com,japanese,$$$$,47520405
6122,Wholesome Pepper Grill,427343009,Wholesome@aol.com,american,$,79807088
6123,Harbor Garden,862534215,Harbor@mail.com,vegetarian,$$,39887533
6124,Pasta Twist,319272093,Pasta@icloud.com,thai,$$$$,95194400
6125,Basil Pepper Grill,275244072,Basil@hotmail.com,japanese,$$$$,53348066
6126,Tender Grind,847769275,Tender@mail.com,mexican,$$,18589711
6127,Salt Gourmet,849349731,Salt@aol.com,thai,$$,17960237
6128,Wholesome Side Grill,914595312,Wholesome@yahoo.com,arabic,$$$,78664692
6129,Twisted Garden,210892159,Twisted@gmail.com,italian,$,15791189
6130,Global Kettle,883615076,Global@icloud.com,arabic,$$$$,93601143
6131,Lemon Street Cafe,664627962,Lemon@aol.com,mexican,$$$$,58093753
6132,Mosaic Chop House,624559269,Mosaic@mail.com,mexican,$$,68247376
6133,Gourmet Chop House,449093124,Gourmet@protonmail.com,japanese,$,77421282
6134,Crafted Kitchen,838457969,Crafted@gmail.com,arabic,$$,89216144
6135,Bella Trail,263527392,Bella@zoho.com,vegetarian,$$$,99867510
6136,Global Twist,654891721,Global@yahoo.com,arabic,$$,13542951
6137,Ocean Gourmet,435259210,Ocean@mail.com,italian,$$$$,79542199
6138,Salt Perfection,276793508,Salt@aol.com,japanese,$$$,91341274
6139,Taste Street,668297676,Taste@yahoo.com,thai,$$$,84582994
6140,Blue Perfection,461264149,Blue@yahoo.com,italian,$$$$,84631042
6141,Pasta Nook,523424499,Pasta@outlook.com,italian,$$$$,21201027
6142,Sunny Bistro,999578248,Sunny@zoho.com,vegetarian,$$$,11073518
6143,Gourmet Trail,584312079,Gourmet@hotmail.com,italian,$,37013457
6144,Cheese Chop House,875299555,Cheese@outlook.com,italian,$$,59618325
6145,Crispy Delights,978998709,Crispy@gmail.com,japanese,$,72337265
6146,Gourmet Palace,459327540,Gourmet@hotmail.com,mexican,$,67942374
6147,Sunny Kitchen,583222671,Sunny@zoho.com,italian,$,66737320
6148,Crafted Tales,206930568,Crafted@gmail.com,japanese,$,97615985
6149,Zen Haven,502226467,Zen@hotmail.com,japanese,$$,40554870
6150,Urban & Ladle,585037881,Urban@protonmail.com,american,$$$$,68614057
6151,The Wok,614720909,The@yahoo.com,vegetarian,$$$$,64025750
6152,Urban Moments,136232453,Urban@mail.com,vegetarian,$,84165057
6153,Tender Kettle,971513979,Tender@gmx.com,arabic,$$,23764940
6154,Urban Bistro,667993446,Urban@outlook.com,vegetarian,$$,78235374
6155,Nectar Fusion,898784360,Nectar@icloud.com,thai,$$,96204767
6156,Savory Edge,768776974,Savory@gmx.com,vegetarian,$$$$,88064024
6157,Crafted Cuisine,178843026,Crafted@aol.com,mexican,$$$$,22589140
6158,Salt Twist,365637153,Salt@zoho.com,american,$$$,68078861
6159,Savor & Fresh,412259097,Savor@yahoo.com,japanese,$$,37408347
6160,Minty Cuisine,864530239,Minty@aol.com,thai,$$$$,26459269
6161,Maple Gourmet,312313609,Maple@gmail.com,thai,$$$,95190076
6162,Ocean Plate,260203854,Ocean@hotmail.com,arabic,$,44629234
6163,Ocean Please,677081568,Ocean@protonmail.com,arabic,$$$$,53356133
6164,Ocean Fusion,928898324,Ocean@hotmail.com,thai,$$$$,76252786
6165,Twisted Trail,914187506,Twisted@mail.com,thai,$$,20645323
6166,Whisk Perfection,810596717,Whisk@protonmail.com,japanese,$$$,72820819
6167,Copper Greens,302435665,Copper@protonmail.com,american,$$,44855084
6168,Urban Kitchen,807957017,Urban@outlook.com,american,$$,77390045
6169,Harbor Garden,950433588,Harbor@gmail.com,mexican,$$,98782331
6170,Urban Wok,649841381,Urban@gmx.com,italian,$$$$,93949192
6171,Maple Twist,794315225,Maple@yahoo.com,japanese,$$$$,56044281
6172,Crafted Street Cafe,414082434,Crafted@gmail.com,italian,$$,63982921
6173,Wholesome & Sugar,270948975,Wholesome@zoho.com,vegetarian,$$$$,14040706
6174,Golden Chop House,659065405,Golden@mail.com,american,$$$$,23608106
6175,Sunny Crunch,924746601,Sunny@mail.com,american,$$,70226091
6176,Salt Bistro,479781179,Salt@icloud.com,american,$$$,74404928
6177,Silver Delights,447960958,Silver@icloud.com,vegetarian,$$$,78971359
6178,Whisk Bites,906807910,Whisk@icloud.com,thai,$$,25380247
6179,Mango Eats,811645274,Mango@gmx.com,arabic,$$,59928182
6180,Crafted Bistro,183422250,Crafted@yahoo.com,american,$$,84181824
6181,Pasta Fusion,231301617,Pasta@zoho.com,american,$,62713614
6182,Sip Edge,555405533,Sip@icloud.com,italian,$$,29433961
6183,Golden Spoon,857558540,Golden@gmx.com,american,$,83845455
6184,Table Delights,255652503,Table@outlook.com,vegetarian,$$$$,23489227
6185,Epicurean Cuisine,735540367,Epicurean@icloud.com,vegetarian,$$,55086363
6186,Mosaic Kettle,328903539,Mosaic@mail.com,vegetarian,$,80039877
6187,Lemon Gourmet,633780566,Lemon@gmx.com,thai,$$,42230146
6188,Crispy Trail,835653150,Crispy@mail.com,thai,$,87389245
6189,Global & Ladle,581902022,Global@outlook.com,arabic,$$$,22385153
6190,Maple Kitchen,179446727,Maple@outlook.com,arabic,$$,90857830
6191,Crisp Harvest,741952631,Crisp@hotmail.com,american,$$$$,43192994
6192,Maple Pepper Grill,608246240,Maple@aol.com,thai,$$,13275697
6193,Crafted Plate,223823682,Crafted@mail.com,american,$$,15442870
6194,Spice Greens,592358999,Spice@mail.com,mexican,$,29574835
6195,Golden Nook,944216197,Golden@mail.com,vegetarian,$$$$,36433920
6196,Table Delights,901435089,Table@mail.com,mexican,$$$,38815530
6197,Minty & Sugar,381131355,Minty@aol.com,mexican,$$$$,58121563
6198,Gourmet Street,975571692,Gourmet@protonmail.com,american,$$,19463723
6199,Maple Delights,936931873,Maple@gmail.com,thai,$$$,60339460
6200,Zen Seasons,909611814,Zen@protonmail.com,japanese,$$,66524984
6201,Gourmet Perfection,540860678,Gourmet@hotmail.com,arabic,$$$,42930807
6202,Tender Tastes,477995756,Tender@hotmail.com,mexican,$$$$,17162485
6203,Ocean View Bistro,394338903,Ocean@aol.com,american,$$$$,47986373
6204,Nectar Plate,762632009,Nectar@yahoo.com,thai,$$,71819351
6205,Tender Harvest,222410250,Tender@aol.com,vegetarian,$$$,29588701
6206,Wholesome Harvest,720292927,Wholesome@outlook.com,thai,$$$$,92251145
6207,City Edge,870470541,City@outlook.com,italian,$,64264424
6208,Minty Trail,713488694,Minty@mail.com,mexican,$,35438541
6209,Blue & Sugar,237731940,Blue@yahoo.com,italian,$$$$,16065096
6210,Sip & Ladle,181167153,Sip@icloud.com,italian,$$$,39524852
6211,Spice Twist,994289457,Spice@icloud.com,arabic,$$$,39360934
6212,Copper Pepper Grill,246793847,Copper@outlook.com,thai,$$,93346148
6213,Urban Chop House,515200474,Urban@zoho.com,thai,$,60765519
6214,Global Zest,625430908,Global@mail.com,arabic,$,20309286
6215,Whisk Cuisine,670052351,Whisk@mail.com,japanese,$$,64041686
6216,Table Haven,998825065,Table@icloud.com,japanese,$$$$,37293356
6217,Silver Trail,557855428,Silver@icloud.com,thai,$$$,13669443
6218,Zen Twist,687641052,Zen@hotmail.com,arabic,$,96297425
6219,Maple View Bistro,419586758,Maple@mail.com,mexican,$,72772095
6220,Pasta Garden,429631517,Pasta@mail.com,italian,$$$$,28101832
6221,Maple Wok,758862329,Maple@gmx.com,thai,$$$,50465728
6222,Red Tastes,721317706,Red@hotmail.com,arabic,$$,43524716
6223,Sip Cuisine,554378784,Sip@hotmail.com,american,$,35513685
6224,Lemon Please,957601759,Lemon@hotmail.com,arabic,$,26274438
6225,Urban Seasons,803577119,Urban@protonmail.com,japanese,$$,42058298
6226,Cheese Crunch,550394798,Cheese@mail.com,vegetarian,$$,82544517
6227,Epicurean Moments,672214460,Epicurean@gmx.com,american,$$,77693425
6228,Harbor Oven,307179839,Harbor@aol.com,mexican,$,29835676
6229,Table Oven,855263826,Table@outlook.com,arabic,$$,15228673
6230,Fusion Perfection,462889157,Fusion@gmx.com,american,$,53552412
6231,Taste Street,650128474,Taste@outlook.com,japanese,$$,71682190
6232,Brick Pepper Grill,922229444,Brick@protonmail.com,american,$$$$,78981438
6233,Plated Cuisine,633545081,Plated@icloud.com,japanese,$$,74600126
6234,Zen Eats,752945823,Zen@gmail.com,italian,$$,68312769
6235,Nectar Plate,241051215,Nectar@hotmail.com,american,$,49490305
6236,Mango Pepper Grill,948236670,Mango@protonmail.com,vegetarian,$$$$,75479577
6237,Savor Please,128415548,Savor@gmail.com,japanese,$$$,20951148
6238,Golden Crunch,795873177,Golden@hotmail.com,arabic,$$$$,18345712
6239,Mango Roaming Fork,112566914,Mango@gmail.com,japanese,$$$$,41694870
6240,Twisted Edge,684238860,Twisted@gmail.com,vegetarian,$$,58565788
6241,Minty Oven,973077239,Minty@gmx.com,american,$,53537370
6242,Golden Zest,845480043,Golden@aol.com,vegetarian,$$$,69255221
6243,Crispy Street,713439637,Crispy@icloud.com,italian,$$,98803899
6244,City Delights,241017920,City@icloud.com,mexican,$$$,59348430
6245,Harbor Haven,560901040,Harbor@gmail.com,mexican,$,29676626
6246,Urban Zest,128648975,Urban@gmx.com,mexican,$,10711353
6247,City Harvest,395506909,City@gmx.com,thai,$,87221343
6248,Crafted Chop House,870664950,Crafted@zoho.com,american,$$$$,68618130
6249,Bella Palace,532764888,Bella@gmail.com,japanese,$$,94633148
6250,Mosaic Please,154785311,Mosaic@gmail.com,italian,$$$$,69973494
6251,Taste Delights,294655387,Taste@outlook.com,thai,$$,74703243
6252,Mango Crunch,960579336,Mango@hotmail.com,arabic,$$$$,43378565
6253,Plated Roaming Fork,932980709,Plated@gmx.com,italian,$$$,46494131
6254,Gourmet Kitchen,112083518,Gourmet@gmx.com,japanese,$$,10017409
6255,Twisted Crunch,675658933,Twisted@protonmail.com,thai,$$$,83562585
6256,Epicurean Oven,888279069,Epicurean@gmx.com,arabic,$$$$,71781518
6257,Crispy & Fresh,426256780,Crispy@yahoo.com,thai,$$,88194443
6258,Mango Haven,437959582,Mango@gmail.com,italian,$$$,35598066
6259,Eternal Fare,289109727,Eternal@icloud.com,japanese,$$$$,17919622
6260,Crispy Perfection,219444132,Crispy@aol.com,italian,$$,63799541
6261,Harbor Cuisine,202188839,Harbor@gmail.com,mexican,$$,89724842
6262,Wholesome Edge,541043094,Wholesome@protonmail.com,thai,$$$,53438482
6263,Eternal Garden,981728513,Eternal@aol.com,vegetarian,$$$$,36611347
6264,Blue Roaming Fork,255006126,Blue@gmail.com,thai,$$,38771366
6265,Sip Roaming Fork,390635228,Sip@yahoo.com,arabic,$,90239793
6266,Cheese & Ladle,833760708,Cheese@protonmail.com,vegetarian,$,47531727
6267,Pasta Moments,497885477,Pasta@gmail.com,thai,$$$$,67392330
6268,Minty Oven,657097400,Minty@aol.com,vegetarian,$$$$,17029976
6269,Salt Haven,516075299,Salt@icloud.com,mexican,$$,17758190
6270,Zen Eats,349010618,Zen@outlook.com,japanese,$,27199616
6271,Nectar Delights,568048301,Nectar@outlook.com,american,$,43359762
6272,Brick & Sugar,743168435,Brick@outlook.com,arabic,$$$$,46284340
6273,Epicurean Roaming Fork,173515867,Epicurean@gmx.com,arabic,$,34019533
6274,The Trail,122385525,The@gmx.com,vegetarian,$$,23740477
6275,Sip Side Grill,502391797,Sip@gmail.com,thai,$,46969703
6276,Crisp Greens,989131103,Crisp@mail.com,mexican,$$$$,12190545
6277,Twisted Twist,274237715,Twisted@gmx.com,mexican,$,85023064
6278,Pasta Street,959194858,Pasta@gmail.com,mexican,$$$,81484247
6279,Maple Garden,738827911,Maple@mail.com,italian,$$$,79447361
6280,Bella Fusion,874853052,Bella@icloud.com,japanese,$$,18598964
6281,Brick Side Grill,962688250,Brick@zoho.com,italian,$,38535225
6282,Cheese Seasons,262319574,Cheese@gmail.com,italian,$,11532525
6283,Ocean Haven,337165372,Ocean@yahoo.com,italian,$$,99782353
6284,Basil Bliss,262517216,Basil@zoho.com,vegetarian,$,15811029
6285,Salt Fusion,833894573,Salt@icloud.com,mexican,$,17018921
6286,Basil Kitchen,477386712,Basil@icloud.com,mexican,$$$$,29718241
6287,Eternal & Savor,454361150,Eternal@aol.com,arabic,$$$$,32542872
6288,Nectar Tales,683201779,Nectar@hotmail.com,american,$,20237992
6289,Gourmet Chop House,737293140,Gourmet@protonmail.com,vegetarian,$$$,78067463
6290,Bella Trail,669855536,Bella@outlook.com,thai,$$$$,72940198
6291,Savor Trail,758374412,Savor@outlook.com,thai,$,99311111
6292,Tender Fusion,426219912,Tender@aol.com,vegetarian,$,75557889
6293,Savor Gourmet,640746446,Savor@outlook.com,american,$$$,81714293
6294,Sunny Street Cafe,211189338,Sunny@hotmail.com,mexican,$$,90985831
6295,Blue Nook,673701871,Blue@protonmail.com,japanese,$$,39656944
6296,Harbor Trail,647602222,Harbor@gmail.com,vegetarian,$,50389940
6297,Whisk Plate,947758098,Whisk@aol.com,vegetarian,$,93202680
6298,Basil Bistro,295851708,Basil@icloud.com,arabic,$$$$,86947888
6299,Table Fare,629979113,Table@hotmail.com,american,$$$$,19632146
6300,Copper Delights,667840722,Copper@aol.com,mexican,$$,64874808
6301,Savor Plate,527556592,Savor@icloud.com,japanese,$,26144501
6302,Urban Zest,715250124,Urban@protonmail.com,thai,$$$$,39697010
6303,Urban Side Grill,932472591,Urban@gmx.com,japanese,$$,37842586
6304,Epicurean & Savor,179727214,Epicurean@icloud.com,vegetarian,$,82143859
6305,Urban Tales,293542651,Urban@icloud.com,arabic,$$$$,87141324
6306,Savory Delights,951234051,Savory@hotmail.com,vegetarian,$$$$,97799836
6307,Table Kitchen,395019779,Table@outlook.com,vegetarian,$$$,42462417
6308,Pasta Tales,764326910,Pasta@protonmail.com,japanese,$$$$,99270281
6309,Silver Street,570798225,Silver@outlook.com,arabic,$$$$,77082603
6310,Silver Greens,208371326,Silver@icloud.com,vegetarian,$,41991514
6311,Ocean Eats,165547943,Ocean@gmx.com,vegetarian,$$,48155999
6312,Sip Roaming Fork,970178418,Sip@gmx.com,arabic,$$$$,61880656
6313,Chop Bites,379957549,Chop@gmail.com,american,$,24623547
6314,Sunny Bites,917829391,Sunny@outlook.com,japanese,$,46673281
6315,Basil Please,170484448,Basil@mail.com,mexican,$$$$,90692037
6316,Twisted Seasons,392586547,Twisted@hotmail.com,japanese,$$$$,16941802
6317,Ocean & Savor,223627873,Ocean@outlook.com,arabic,$$,73914079
6318,Bella & Fresh,470041883,Bella@outlook.com,thai,$$$$,88689037
6319,Gourmet Crunch,928124604,Gourmet@icloud.com,arabic,$$$,80769611
6320,Pasta Plate,578516335,Pasta@gmail.com,thai,$$,78798048
6321,Bella Fusion,318911633,Bella@outlook.com,arabic,$,41489110
6322,Savor Street Cafe,111878513,Savor@gmx.com,mexican,$$$,68998597
6323,Savor Kitchen,931444176,Savor@gmx.com,mexican,$$,87846326
6324,City Delights,382609592,City@gmail.com,japanese,$$$$,67304064
6325,Cheese Oven,708233185,Cheese@zoho.com,japanese,$,73032718
6326,Nectar Greens,670532856,Nectar@outlook.com,thai,$$,73058620
6327,Brick Eats,732177306,Brick@protonmail.com,thai,$$$$,13728673
6328,Epicurean Oven,877145399,Epicurean@hotmail.com,italian,$$$$,78712450
6329,Savor Nook,623128353,Savor@hotmail.com,japanese,$$,60996339
6330,Urban Moments,917863076,Urban@mail.com,arabic,$$$$,83141573
6331,Twisted Delights,371456191,Twisted@protonmail.com,italian,$,72446056
6332,Global Bites,759855777,Global@aol.com,american,$$$$,37740979
6333,Epicurean Bites,825086467,Epicurean@gmail.com,mexican,$$,29062517
6334,Harbor Plate,190907236,Harbor@gmx.com,italian,$$,50840553
6335,Cheese Oven,503727055,Cheese@gmx.com,italian,$$,10871036
6336,Tender Grind,732727542,Tender@icloud.com,mexican,$,43911553
6337,Bella Crunch,453213282,Bella@outlook.com,arabic,$,42915550
6338,Bella Grind,224645279,Bella@aol.com,vegetarian,$$,92279261
6339,Whisk Street,922791325,Whisk@gmx.com,japanese,$$$$,36804715
6340,Savor Street,618306624,Savor@protonmail.com,american,$$,15177135
6341,Salt & Ladle,605650413,Salt@mail.com,italian,$,62046918
6342,Brick Delights,334840377,Brick@outlook.com,vegetarian,$,56015032
6343,Pasta & Ladle,851098203,Pasta@hotmail.com,vegetarian,$$$$,13372681
6344,Savory Palace,803475896,Savory@aol.com,vegetarian,$,16642932
6345,Maple Tastes,953245873,Maple@icloud.com,japanese,$,38191650
6346,The Delights,359643419,The@mail.com,vegetarian,$$$,13998630
6347,Ocean Spoon,582946072,Ocean@gmail.com,japanese,$$,57228280
6348,Twisted Palace,280264423,Twisted@mail.com,thai,$$,82819783
6349,Sip Moments,375923633,Sip@gmail.com,american,$$,75994424
6350,Urban Bites,456341233,Urban@mail.com,thai,$,91680002
6351,Epicurean & Savor,460310779,Epicurean@protonmail.com,arabic,$$$,43914929
6352,Nectar Eats,181769494,Nectar@icloud.com,arabic,$$$,18928177
6353,Maple Wok,674611403,Maple@yahoo.com,italian,$,21587278
6354,Maple View Bistro,178053362,Maple@gmail.com,american,$$$,89068077
6355,Cheese Spoon,385826696,Cheese@aol.com,italian,$$$$,82397381
6356,Taste & Sugar,517618826,Taste@outlook.com,mexican,$$$,23811207
6357,Salt Moments,631900864,Salt@protonmail.com,thai,$$,53848437
6358,Table Kettle,851270339,Table@mail.com,arabic,$,75954630
6359,Sunny Kitchen,973268896,Sunny@aol.com,arabic,$$$$,65985217
6360,Salt Greens,345257140,Salt@zoho.com,vegetarian,$$$$,92738829
6361,Crisp Oven,940126162,Crisp@gmail.com,japanese,$$$,22024750
6362,Maple Seasons,789825511,Maple@gmx.com,japanese,$$,87993827
6363,Crispy Pepper Grill,476781648,Crispy@gmx.com,vegetarian,$$$,21133179
6364,Crispy Tales,303921893,Crispy@zoho.com,vegetarian,$$$$,91135656
6365,Sunny Moments,831002192,Sunny@aol.com,mexican,$$$$,16079422
6366,Bella Tastes,217649079,Bella@icloud.com,vegetarian,$$$$,63874154
6367,Savor Tales,665243846,Savor@zoho.com,thai,$,58239438
6368,Wholesome Edge,111005757,Wholesome@protonmail.com,japanese,$$$$,97451654
6369,Lemon Seasons,630878629,Lemon@protonmail.com,vegetarian,$$,60564123
6370,Sunny Roaming Fork,133679316,Sunny@outlook.com,american,$,85593934
6371,Copper Cuisine,614688343,Copper@zoho.com,arabic,$$$$,47303430
6372,Golden Oven,432849726,Golden@hotmail.com,arabic,$$$,19364186
6373,Brick Harvest,639430657,Brick@gmail.com,thai,$$$$,75849866
6374,Zen Garden,309991511,Zen@zoho.com,american,$$$$,55141882
6375,Mosaic Seasons,687801461,Mosaic@gmail.com,italian,$$$,31494308
6376,Eternal View Bistro,311230450,Eternal@icloud.com,american,$$$,71838123
6377,Urban Delights,933343204,Urban@mail.com,japanese,$$,58731033
6378,City Wok,620862454,City@icloud.com,arabic,$$$,62500106
6379,Red Twist,667692676,Red@aol.com,thai,$$,64941691
6380,Minty Wok,296892601,Minty@yahoo.com,japanese,$,45477664
6381,Maple & Sugar,816371100,Maple@icloud.com,american,$$$$,65235829
