id,name,phone,email,cuisine_type,price_range,vat_code
6203,Table Harvest,8603371015,Table@outlook.com,thai,$$$$,2276529285
6204,Whisk Tales,1182116988,Whisk@zoho.com,american,$$,3593474474
6205,The Eats,7752511370,The@outlook.com,thai,$$$,7114083806
6206,Minty Delights,9604859245,Minty@outlook.com,italian,$,4306389623
6207,Eternal Edge,9326093497,Eternal@protonmail.com,vegetarian,$$$,1190041361
6208,The Tales,8740222152,The@hotmail.com,italian,$,2854220068
6209,Crisp Trail,1276800240,Crisp@icloud.com,american,$$,9181928640
6210,Mango Wok,8967410767,Mango@outlook.com,japanese,$$,5539343448
6211,Table Street,6898949863,Table@icloud.com,japanese,$$,3646840357
6212,Zen & Fresh,3524817260,Zen@gmail.com,vegetarian,$,8265229581
6213,Savory Fusion,4966724313,Savory@aol.com,italian,$$$$,3270641835
6214,Pasta Street Cafe,5272414724,Pasta@zoho.com,thai,$$$,4752474957
6215,City Plate,6359024586,City@protonmail.com,thai,$$,1921644958
6216,Minty Crunch,6795491134,Minty@protonmail.com,japanese,$$,3604010769
6217,Silver Bistro,4286921719,Silver@zoho.com,vegetarian,$$$$,1594292607
6218,Basil Grind,7816834286,Basil@gmx.com,vegetarian,$$$,8541265675
6219,Brick Kitchen,9721588204,Brick@outlook.com,mexican,$$,7476340581
6220,Bella Street Cafe,6720384213,Bella@yahoo.com,thai,$,5262971191
6221,Brick Plate,2958827787,Brick@yahoo.com,arabic,$$$,9735590030
6222,Red Delights,6514993392,Red@hotmail.com,arabic,$,3510247744
6223,Urban Spoon,5696450326,Urban@aol.com,mexican,$$$$,9771548466
6224,The Roaming Fork,1428067988,The@gmx.com,japanese,$$$,9244731366
6225,Red Tastes,7334351770,Red@zoho.com,thai,$$$$,9541884904
6226,Nectar Cuisine,5840906486,Nectar@protonmail.com,italian,$,8581888464
6227,Tender Grind,5323636708,Tender@gmail.com,italian,$$$$,2113068513
6228,Whisk Delights,1173314755,Whisk@gmx.com,italian,$,4700336749
6229,Nectar View Bistro,7602621010,Nectar@gmx.com,vegetarian,$$$,9103881347
6230,Blue Street Cafe,4817921807,Blue@gmx.com,american,$$,3361392245
6231,Harbor Street Cafe,6980326441,Harbor@aol.com,japanese,$$$,6903961693
6232,Plated & Fresh,2179248846,Plated@gmail.com,vegetarian,$,6109657617
6233,Fusion Street,8149603151,Fusion@mail.com,thai,$,4920565608
6234,Maple Bites,7433821607,Maple@mail.com,american,$,5707740879
6235,Maple Crunch,4792009772,Maple@zoho.com,thai,$,3256566514
6236,Eternal & Savor,8004114320,Eternal@mail.com,vegetarian,$$$,2256501765
6237,Pasta Bites,7403141793,Pasta@zoho.com,vegetarian,$$$,9509521475
6238,Zen Oven,4368642122,Zen@outlook.com,japanese,$$$$,5813613190
6239,Maple & Sugar,6308084329,Maple@zoho.com,american,$$$,1949898113
6240,Pasta & Sugar,2635952573,Pasta@gmx.com,american,$$$$,9487289607
6241,Bella Edge,8749849646,Bella@hotmail.com,american,$,2314915377
6242,Whisk Plate,4460473662,Whisk@gmail.com,arabic,$,6551674686
6243,Sunny Seasons,9494571799,Sunny@yahoo.com,mexican,$$$,6774280887
6244,Copper Bliss,3493787494,Copper@zoho.com,italian,$,2956337199
6245,Ocean Tastes,4283977741,Ocean@aol.com,arabic,$$$$,7582823241
6246,Crisp Perfection,8272305219,Crisp@yahoo.com,vegetarian,$$,5856155446
6247,Harbor Please,7111683105,Harbor@gmail.com,italian,$$,6066979083
6248,Savory Delights,3615427139,Savory@outlook.com,american,$,5676163058
6249,Minty Palace,6329433107,Minty@icloud.com,arabic,$$,8437234525
6250,Copper & Ladle,2160139569,Copper@hotmail.com,vegetarian,$$$,5105037105
6251,Maple Fusion,4701509124,Maple@aol.com,thai,$$$,5411257439
6252,Tender Twist,6454142250,Tender@icloud.com,japanese,$$$,5354517624
6253,Crispy Delights,2965122643,Crispy@outlook.com,arabic,$$$,4352753771
6254,Brick Delights,6107022937,Brick@aol.com,arabic,$$,5718165315
6255,Minty Crunch,2039451832,Minty@protonmail.com,arabic,$$,2015551257
6256,Sip Kitchen,6763559961,Sip@yahoo.com,italian,$$$,8117970159
6257,Crisp Please,5160582440,Crisp@gmail.com,thai,$,9216870738
6258,Cheese Grind,6153454422,Cheese@outlook.com,italian,$$$,8064167303
6259,Urban Tales,9995072738,Urban@protonmail.com,mexican,$$$,7274951064
6260,Cheese Side Grill,5405905128,Cheese@outlook.com,american,$$$,1684667771
6261,The Zest,4486331349,The@yahoo.com,american,$$$,2505496925
6262,Harbor Bliss,1228347958,Harbor@yahoo.com,american,$$,8764133095
6263,Global Street,4424602234,Global@outlook.com,italian,$$$$,2745368688
6264,Ocean Pepper Grill,5386011314,Ocean@icloud.com,arabic,$$,9395003206
6265,Wholesome Gourmet,5027198117,Wholesome@mail.com,thai,$,8671344932
6266,Table Crunch,9022380111,Table@gmail.com,japanese,$$$$,3239341484
6267,Mosaic Fare,9638812397,Mosaic@outlook.com,arabic,$$$$,4875415851
6268,Whisk Delights,4917566591,Whisk@outlook.com,italian,$$$,1729052831
6269,Salt Fusion,4836280902,Salt@yahoo.com,arabic,$$$$,8570067465
6270,Plated Street,4306107415,Plated@mail.com,italian,$,9015394030
6271,Savor & Sugar,2066657560,Savor@aol.com,arabic,$$$,8310280822
6272,Chop & Savor,5873751322,Chop@yahoo.com,thai,$$,4511184711
6273,Blue Fusion,1259357886,Blue@mail.com,italian,$$$$,8754117944
6274,Crispy Delights,2565147372,Crispy@yahoo.com,arabic,$$,5439481060
6275,Fusion Delights,7539807548,Fusion@zoho.com,vegetarian,$$$,8160724487
6276,Pasta Bites,9283450163,Pasta@hotmail.com,arabic,$,9337437602
6277,Mango Haven,3525141102,Mango@hotmail.com,japanese,$,1294660911
6278,Bella Moments,5717989131,Bella@outlook.com,thai,$,6313642944
6279,Sunny Plate,1857095454,Sunny@yahoo.com,vegetarian,$$$,8970831754
6280,Taste Fare,1866326129,Taste@gmx.com,thai,$$$$,9826842515
6281,Chop Nook,3597593453,Chop@zoho.com,arabic,$$$,5373387538
6282,Copper Bliss,5638219516,Copper@gmail.com,japanese,$$$$,3087325254
6283,Cheese Roaming Fork,6708429892,Cheese@icloud.com,japanese,$$$,2857991051
6284,Mango Trail,9340350284,Mango@outlook.com,italian,$$$,8600098518
6285,Pasta Grind,1173801622,Pasta@gmx.com,arabic,$$$$,2403340693
6286,Silver Tastes,7957226992,Silver@hotmail.com,vegetarian,$$$,8017078701
6287,Spice Palace,1410656938,Spice@gmail.com,thai,$$$$,9632639338
6288,Crisp Cuisine,8481190267,Crisp@protonmail.com,vegetarian,$$$$,6982135507
6289,Crispy Edge,3302654974,Crispy@protonmail.com,italian,$$,3470564608
6290,Epicurean & Ladle,6053558768,Epicurean@gmx.com,vegetarian,$$$,8763395584
6291,Savor Tastes,5084878231,Savor@zoho.com,american,$,8162513245
6292,Gourmet Greens,9406700066,Gourmet@protonmail.com,italian,$,3927459256
6293,Golden Spoon,9002148440,Golden@yahoo.com,arabic,$$$,5566997992
6294,Salt Grind,8821559029,Salt@protonmail.com,italian,$,8737327415
6295,Tender & Sugar,2091643491,Tender@gmx.com,italian,$$$$,6802461769
6296,Harbor Pepper Grill,2263135463,Harbor@yahoo.com,arabic,$$$$,1010358600
6297,The Street Cafe,8836785909,The@hotmail.com,arabic,$,9708208547
6298,Sunny Bistro,8298642272,Sunny@gmail.com,japanese,$$$,3175093759
6299,Twisted Delights,6793407619,Twisted@protonmail.com,arabic,$,5199124076
6300,Savory Zest,6354519613,Savory@icloud.com,mexican,$$,2475030714
6301,Zen Plate,1263030703,Zen@aol.com,vegetarian,$,6569398494
6302,Table Side Grill,6820528424,Table@protonmail.com,thai,$$,8093511107
6303,Fusion Fusion,1539992919,Fusion@hotmail.com,japanese,$$$,6032344074
6304,Gourmet Chop House,8406329773,Gourmet@mail.com,mexican,$$,9341468865
6305,The & Savor,4315561404,The@gmail.com,japanese,$$$,3944227589
6306,Epicurean Bliss,1084526483,Epicurean@aol.com,mexican,$$,8069678697
6307,Maple Cuisine,9024989660,Maple@aol.com,mexican,$$$$,2256005153
6308,Pasta Harvest,7249141918,Pasta@aol.com,american,$,4783923458
6309,Table Kettle,5958605370,Table@aol.com,thai,$,8791399171
6310,Crafted Street,1059326708,Crafted@mail.com,thai,$,6913529743
6311,Copper Kettle,2988766789,Copper@outlook.com,italian,$$$$,3303031128
6312,Salt Trail,1616241621,Salt@gmail.com,italian,$$,6361814401
6313,Chop Seasons,6040666585,Chop@outlook.com,italian,$$$$,3919179985
6314,Sunny Moments,2127190049,Sunny@aol.com,thai,$$,6641963233
6315,Fusion Tastes,4436828310,Fusion@protonmail.com,mexican,$$$$,8114445010
6316,Crispy Zest,6641600571,Crispy@mail.com,american,$$$,9711811110
6317,Lemon Wok,1785389011,Lemon@gmx.com,japanese,$,5766396262
6318,Urban Fare,2506194339,Urban@hotmail.com,japanese,$$$,2127989461
6319,Silver Chop House,2097354026,Silver@yahoo.com,arabic,$$$$,9927918767
6320,Brick Tastes,1640281156,Brick@yahoo.com,japanese,$,5299362638
6321,Spice View Bistro,4911056008,Spice@mail.com,japanese,$,8401807966
6322,Table Bites,3388911724,Table@gmx.com,thai,$$,8923809992
6323,Taste & Ladle,7802706915,Taste@gmail.com,japanese,$$$$,1776868293
6324,Tender Zest,1199323271,Tender@protonmail.com,arabic,$$$,3609685963
6325,Savory Roaming Fork,3452566599,Savory@protonmail.com,american,$$$$,4140380663
6326,Epicurean & Fresh,7289792422,Epicurean@icloud.com,american,$$$,5945422097
6327,Savor Oven,4873091345,Savor@yahoo.com,american,$,6935124898
6328,Chop Zest,6918350468,Chop@gmx.com,vegetarian,$$,7342708657
6329,Sip Street,5751539095,Sip@gmx.com,vegetarian,$$,5152377436
6330,Whisk Gourmet,9132979743,Whisk@mail.com,american,$$,3056820792
6331,Chop Spoon,5187203656,Chop@aol.com,american,$,1324287468
6332,Golden & Fresh,7208033439,Golden@yahoo.com,american,$$$,6140374882
6333,Crisp Plate,8727462153,Crisp@gmx.com,italian,$$,8970457993
6334,Savor Haven,7488086337,Savor@icloud.com,italian,$,4590952123
6335,Zen & Ladle,1300616809,Zen@outlook.com,thai,$$,6186229727
6336,Copper Bliss,5591314614,Copper@aol.com,vegetarian,$,3279228887
6337,Golden Nook,5696125003,Golden@mail.com,italian,$$$$,8368435974
6338,Gourmet Delights,8284834867,Gourmet@gmail.com,arabic,$$$,8238169590
6339,Plated Chop House,9670543493,Plated@gmx.com,arabic,$$$$,2499561695
6340,Cheese Wok,4187255444,Cheese@gmx.com,vegetarian,$$$$,4191504008
6341,Basil Harvest,9889924507,Basil@gmx.com,italian,$$,3520375909
6342,Lemon Seasons,4640253980,Lemon@hotmail.com,american,$$$,4194828655
6343,Taste Tastes,1290783521,Taste@zoho.com,vegetarian,$$$$,1246494000
6344,Basil Seasons,1803479211,Basil@outlook.com,mexican,$,7476544158
6345,Sip Tales,4624047630,Sip@hotmail.com,japanese,$$,4863131224
6346,Harbor Zest,6213764106,Harbor@yahoo.com,american,$$$,2776554970
6347,Silver Oven,7663090217,Silver@aol.com,japanese,$$$,3271866502
6348,Sip Kettle,2533824722,Sip@yahoo.com,vegetarian,$$$,2522864633
6349,Urban Side Grill,3226084908,Urban@yahoo.com,italian,$$,6954142905
6350,Global Palace,5536042366,Global@gmx.com,vegetarian,$,2281033471
6351,Gourmet Street,1227912003,Gourmet@protonmail.com,thai,$,3556830484
6352,Salt Haven,4568811832,Salt@mail.com,thai,$$$$,2859173370
6353,Eternal Spoon,8892514977,Eternal@outlook.com,american,$,8057447951
6354,Twisted Delights,2024512143,Twisted@gmail.com,arabic,$$$,3010971871
6355,Salt Zest,1900673573,Salt@protonmail.com,japanese,$$$,9520157492
6356,Fusion Plate,8962599292,Fusion@yahoo.com,arabic,$$$$,5525153375
6357,Urban Cuisine,9911893515,Urban@zoho.com,italian,$$$$,3902232353
6358,Blue Spoon,4572306935,Blue@mail.com,vegetarian,$$$$,3013002133
6359,Brick Greens,2983149049,Brick@gmx.com,american,$$,9476442329
6360,Whisk Kitchen,9558041045,Whisk@gmail.com,american,$$$,4493218934
6361,The Kitchen,6671805206,The@aol.com,mexican,$,9741566310
6362,Basil Gourmet,1206204234,Basil@protonmail.com,arabic,$$,9734680648
6363,Lemon Trail,4732684444,Lemon@mail.com,thai,$,1736977690
6364,Crafted Fusion,6214646219,Crafted@hotmail.com,japanese,$$$,2646312041
6365,Wholesome Oven,5490927201,Wholesome@mail.com,italian,$$$,5492889530
6366,Epicurean Fusion,4102261995,Epicurean@aol.com,mexican,$$$,4993946360
6367,Crafted Palace,8186673774,Crafted@gmx.com,japanese,$,6738649031
6368,Eternal Crunch,3771162744,Eternal@yahoo.com,italian,$,9977072739
6369,Sip Twist,5846137311,Sip@yahoo.com,mexican,$$$,9730319546
6370,Copper Garden,8615794520,Copper@mail.com,japanese,$,2565201539
6371,Pasta Harvest,3635998197,Pasta@zoho.com,mexican,$,2484930661
6372,Sunny Harvest,3443283550,Sunny@yahoo.com,vegetarian,$,2295830892
6373,Fusion Spoon,8953487535,Fusion@aol.com,japanese,$$$$,1559894892
6374,Copper Fare,8893110015,Copper@gmx.com,thai,$$$,3196325304
6375,Harbor Fare,6595542599,Harbor@zoho.com,mexican,$$,6680626066
6376,Tender & Fresh,1737822432,Tender@gmail.com,thai,$$$,8221367373
6377,Spice Palace,3570794464,Spice@yahoo.com,arabic,$,3766391282
6378,Copper Kitchen,4841323654,Copper@protonmail.com,japanese,$$$$,4539523679
6379,Table Delights,1643678300,Table@mail.com,american,$$$$,5919285196
6380,Cheese Gourmet,2007292479,Cheese@mail.com,thai,$,1441536316
6381,Urban Delights,9560419354,Urban@protonmail.com,arabic,$$$$,1624199449
6382,Ocean Gourmet,9833570191,Ocean@yahoo.com,vegetarian,$$$,2963093009
6383,Cheese Kettle,2798443506,Cheese@protonmail.com,arabic,$$,3171169980
6384,Crisp Edge,5993655421,Crisp@aol.com,vegetarian,$$,2089260372
6385,Crisp Pepper Grill,3454026184,Crisp@icloud.com,arabic,$$,1031125164
6386,Wholesome Delights,8410700004,Wholesome@mail.com,american,$$$$,2468137374
6387,Sip Delights,8470889167,Sip@yahoo.com,japanese,$$$$,7366719158
6388,Sip Kitchen,6122245128,Sip@hotmail.com,american,$$,9591859603
6389,Urban & Savor,3682420506,Urban@gmail.com,mexican,$$,7050882013
6390,Basil Seasons,1019784380,Basil@aol.com,italian,$$,8083167572
6391,Nectar & Savor,3366125475,Nectar@yahoo.com,mexican,$$$$,8330379178
6392,Epicurean Eats,2177431189,Epicurean@gmail.com,american,$,6864072548
6393,Lemon & Sugar,6468177070,Lemon@gmx.com,italian,$$,9521149148
6394,Salt Bliss,6114498864,Salt@yahoo.com,japanese,$$,6301999738
6395,Savor Chop House,2915237950,Savor@gmail.com,mexican,$$,5135104713
6396,Ocean & Fresh,9485517982,Ocean@outlook.com,mexican,$$$,1724423895
6397,Blue Moments,3327045562,Blue@icloud.com,italian,$$,7841241295
6398,Plated Nook,4683405850,Plated@mail.com,italian,$$$$,6864212817
6399,Harbor Tastes,9117779766,Harbor@outlook.com,japanese,$$$$,7010471370
6400,Mango & Fresh,7167117439,Mango@protonmail.com,american,$$$$,7275397353
6401,Urban Delights,7162396985,Urban@zoho.com,arabic,$$,6620059466
6402,Minty Kettle,5846507013,Minty@zoho.com,japanese,$$$$,7992665829
6403,Blue Palace,6515698484,Blue@mail.com,vegetarian,$$$$,2782042761
6404,Gourmet Garden,6887818899,Gourmet@hotmail.com,italian,$$,2203686878
6405,Pasta Palace,6406562814,Pasta@icloud.com,japanese,$$$,8752255115
6406,Copper Kitchen,3959627622,Copper@outlook.com,vegetarian,$$$,2942000194
6407,Epicurean Crunch,5271151116,Epicurean@hotmail.com,american,$$,8014137223
6408,Tender Street,2405386179,Tender@aol.com,arabic,$$$,6163415670
6409,Eternal Bites,1880071963,Eternal@mail.com,vegetarian,$$,3445356538
6410,Fusion Please,5301805642,Fusion@protonmail.com,mexican,$$,5187001386
6411,Savor Chop House,1834665953,Savor@outlook.com,italian,$$,5062261476
6412,Zen Bliss,1535944301,Zen@hotmail.com,italian,$$$,3970443041
6413,Maple Bliss,7375506310,Maple@protonmail.com,arabic,$$,1335393123
6414,Table Chop House,4776024295,Table@gmail.com,italian,$$$$,2618434486
6415,Wholesome Roaming Fork,6560260598,Wholesome@zoho.com,american,$$$$,8903517862
6416,Savory Tales,4613468018,Savory@icloud.com,thai,$$$$,2157194921
6417,Epicurean View Bistro,4561606442,Epicurean@protonmail.com,arabic,$$,2614381358
6418,Plated Chop House,2320659050,Plated@protonmail.com,vegetarian,$$,6653617032
6419,Plated Pepper Grill,7303429581,Plated@gmail.com,italian,$$$,7327407338
6420,Basil Please,3176018740,Basil@protonmail.com,italian,$$$,4808376910
6421,Plated Cuisine,6916081415,Plated@protonmail.com,vegetarian,$$,6121221118
6422,Ocean Harvest,8205575145,Ocean@yahoo.com,american,$$$,6113713299
6423,Epicurean Chop House,1709539408,Epicurean@aol.com,italian,$$$,4309010576
6424,Pasta Perfection,6465451850,Pasta@outlook.com,vegetarian,$$$,8888198472
6425,Crispy Roaming Fork,2986945007,Crispy@gmail.com,arabic,$,8935919114
6426,Fusion Bliss,8932042372,Fusion@protonmail.com,thai,$$$$,3082426494
6427,Salt Nook,6952421367,Salt@zoho.com,american,$$$$,3410784335
6428,Savor Moments,5181794152,Savor@icloud.com,mexican,$,3480207702
6429,Ocean Kettle,2475960935,Ocean@protonmail.com,japanese,$$$$,7645553893
6430,Chop Harvest,5712756623,Chop@aol.com,mexican,$,5481029428
6431,Bella View Bistro,9783502218,Bella@gmail.com,thai,$,6831697165
6432,Maple Chop House,6436003180,Maple@gmail.com,american,$$$$,7093492551
6433,Zen Spoon,8723249043,Zen@yahoo.com,arabic,$$,9198071309
6434,Harbor Spoon,6732267309,Harbor@hotmail.com,vegetarian,$$,5426009086
6435,Tender Spoon,1663757311,Tender@yahoo.com,american,$$$$,6830906143
6436,Urban Tastes,4467646367,Urban@zoho.com,japanese,$,3547554110
6437,Chop Fusion,9284538980,Chop@gmail.com,thai,$$$$,7897724275
6438,Chop Palace,7429347942,Chop@aol.com,american,$,3838203196
6439,Chop Spoon,3338812085,Chop@yahoo.com,arabic,$,7813472264
6440,Chop Twist,2789589578,Chop@gmx.com,japanese,$$$$,2428024829
6441,Maple Fusion,5285992745,Maple@protonmail.com,japanese,$$$$,8583159083
6442,Gourmet Palace,9777780113,Gourmet@protonmail.com,thai,$$,8599338036
6443,Crispy Trail,5970170396,Crispy@protonmail.com,italian,$$$,7866234254
6444,Crafted Kettle,5775466821,Crafted@gmail.com,vegetarian,$,1922011252
6445,Sunny Chop House,6581180905,Sunny@aol.com,mexican,$$,6350996594
6446,Minty Perfection,2341572697,Minty@hotmail.com,vegetarian,$$$,2190910089
6447,Chop & Sugar,6146706064,Chop@gmail.com,vegetarian,$,7682150707
6448,Crafted Greens,4904738255,Crafted@zoho.com,arabic,$$,2974481965
6449,Eternal & Savor,9149061044,Eternal@outlook.com,arabic,$,3437783949
6450,Basil Zest,9871253639,Basil@mail.com,arabic,$,2735522658
6451,Crafted Moments,8518531085,Crafted@hotmail.com,japanese,$$$,2679258003
6452,Fusion Oven,1858686966,Fusion@icloud.com,mexican,$$$,8337950154
6453,Taste Tales,7536444013,Taste@protonmail.com,vegetarian,$$,7754275627
6454,Fusion Oven,8753165681,Fusion@icloud.com,thai,$$$$,7143506744
6455,Global Please,5343522589,Global@yahoo.com,japanese,$$,1100745003
6456,Wholesome Delights,7794798000,Wholesome@mail.com,vegetarian,$,7284343124
6457,The Edge,4278403436,The@zoho.com,japanese,$,7164642323
6458,Bella Plate,9001751372,Bella@zoho.com,vegetarian,$$,9479197265
6459,Copper Moments,7960373539,Copper@zoho.com,thai,$$$,1020918279
6460,Basil & Fresh,2291462243,Basil@zoho.com,vegetarian,$$,5629059518
6461,Mango Bistro,5541659671,Mango@mail.com,italian,$$$$,5554482674
6462,Urban & Sugar,4167668282,Urban@outlook.com,vegetarian,$$$,9617044151
6463,Crisp Kitchen,4534882269,Crisp@gmail.com,italian,$,1929061328
6464,Maple Kettle,1649083811,Maple@protonmail.com,japanese,$$$,1852111309
6465,Tender Cuisine,3987880354,Tender@zoho.com,american,$$$,8231314971
6466,Spice Tales,8269787993,Spice@mail.com,thai,$,7848160910
6467,Wholesome Street Cafe,2024170141,Wholesome@yahoo.com,thai,$,4077718832
6468,The Palace,9921628504,The@hotmail.com,american,$,1290896709
6469,City & Sugar,9895007642,City@protonmail.com,vegetarian,$$$,3199249899
6470,Tender Roaming Fork,7950197816,Tender@icloud.com,arabic,$$$,1831186986
6471,Red Crunch,7177204779,Red@yahoo.com,vegetarian,$,1630102933
6472,Plated Side Grill,4085545550,Plated@mail.com,thai,$,7083662641
6473,City Side Grill,8095652511,City@aol.com,american,$$$$,4552826715
6474,Sip Trail,2249597145,Sip@gmail.com,vegetarian,$$$,4185403684
6475,Urban Delights,7981164884,Urban@mail.com,japanese,$$$$,1976994934
6476,Table & Ladle,7679699464,Table@hotmail.com,american,$$$$,1721768193
6477,Mango Please,8363684372,Mango@hotmail.com,japanese,$$,5778941851
6478,Sunny Gourmet,6081533860,Sunny@outlook.com,arabic,$$,2431868995
6479,Savor Fare,9958764009,Savor@outlook.com,arabic,$,2185534228
6480,Crafted & Savor,7523452102,Crafted@protonmail.com,mexican,$$$$,2073486780
6481,Spice Zest,6985531565,Spice@outlook.com,mexican,$$$,8036804616
6482,Table Kitchen,9389019010,Table@aol.com,american,$$$,1844643058
6483,City Fare,1616852751,City@protonmail.com,thai,$,8131196517
6484,Blue Greens,9437667596,Blue@icloud.com,american,$$,5511072770
6485,Global Seasons,3097626005,Global@hotmail.com,vegetarian,$,5989986189
6486,Maple Wok,1383611580,Maple@icloud.com,vegetarian,$,4670382916
6487,Pasta Wok,4887429142,Pasta@protonmail.com,italian,$$$$,4255434792
6488,Mango & Savor,5662065706,Mango@zoho.com,arabic,$,4636228370
6489,Urban Cuisine,2944014575,Urban@aol.com,thai,$$,9715557834
6490,Tender Zest,7141361442,Tender@gmx.com,arabic,$,5724918429
6491,Eternal Oven,2867373947,Eternal@zoho.com,arabic,$$$$,1665896552
6492,Plated Edge,1238956795,Plated@zoho.com,mexican,$$,5015286700
6493,Chop Roaming Fork,9025226799,Chop@aol.com,thai,$$$,7651960106
6494,Savor Bistro,3957377324,Savor@outlook.com,italian,$,7586650511
6495,Fusion Nook,8898140278,Fusion@mail.com,arabic,$$,9805727324
6496,Nectar Chop House,9364464629,Nectar@yahoo.com,arabic,$$,5455359745
6497,Harbor Spoon,3146058056,Harbor@protonmail.com,mexican,$,4264460732
6498,Mango Grind,8206439051,Mango@yahoo.com,thai,$$$,6552773201
6499,Crafted Side Grill,2030444867,Crafted@mail.com,vegetarian,$$$$,6403405714
6500,Tender Kettle,7106256669,Tender@gmx.com,italian,$$,8948896624
6501,Blue Fare,9420398305,Blue@protonmail.com,japanese,$$,2491148624
6502,Savor Palace,2970451484,Savor@icloud.com,italian,$$,2170922235
6503,Crisp & Sugar,2993962996,Crisp@hotmail.com,thai,$,8048466353
6504,City Oven,2815084480,City@yahoo.com,arabic,$$$,3709020163
6505,Harbor Eats,4616943685,Harbor@hotmail.com,arabic,$,7577450248
6506,Pasta Harvest,2400787380,Pasta@icloud.com,mexican,$$$$,8638037550
6507,Bella Fare,5208053012,Bella@outlook.com,vegetarian,$$,9518138362
6508,Table Side Grill,5643746438,Table@protonmail.com,american,$$$$,1520303966
6509,Tender & Sugar,5178878367,Tender@protonmail.com,vegetarian,$,9327203238
6510,Savory Edge,6375714748,Savory@aol.com,american,$$,3689556099
6511,Crisp Bliss,2695651621,Crisp@protonmail.com,japanese,$$$$,7691068232
6512,Cheese Eats,2726226497,Cheese@outlook.com,mexican,$$$,1377739789
6513,Brick Seasons,3592930266,Brick@icloud.com,thai,$,4348109018
6514,Plated Bites,9294250414,Plated@icloud.com,italian,$$,5495538605
6515,Savor Bliss,1655509486,Savor@zoho.com,japanese,$$$,6501485684
6516,Lemon Side Grill,2109307645,Lemon@protonmail.com,thai,$$,4803574022
6517,Eternal Twist,5840581053,Eternal@mail.com,mexican,$$$,7259582821
6518,Crisp Garden,6766202661,Crisp@icloud.com,american,$$$$,7315792235
6519,Fusion Harvest,3410856913,Fusion@protonmail.com,thai,$$$,8307235692
6520,Table Plate,8083106383,Table@gmail.com,american,$$$$,1351679156
6521,Silver Delights,4909317907,Silver@aol.com,vegetarian,$$$,8683469187
6522,Blue Cuisine,7374552252,Blue@gmx.com,thai,$$,5191214229
6523,Brick Street,2409864248,Brick@zoho.com,mexican,$$$,7991223748
6524,Blue Fusion,8758028608,Blue@outlook.com,mexican,$$$$,6535767366
6525,Minty Cuisine,2657208357,Minty@zoho.com,mexican,$$$,4100769914
6526,Zen Wok,4153657582,Zen@mail.com,arabic,$$,8741441675
6527,Crafted Delights,6058335233,Crafted@mail.com,japanese,$,9862158572
6528,Gourmet Crunch,8109082263,Gourmet@outlook.com,italian,$,2134380465
6529,Salt Please,9833056174,Salt@hotmail.com,american,$,8645279285
6530,City Bistro,4577625226,City@outlook.com,japanese,$$$$,3445006692
6531,City Eats,7195858028,City@hotmail.com,japanese,$$$,8602572510
6532,Lemon Palace,7775370317,Lemon@gmail.com,thai,$$$$,3459091989
6533,Global & Ladle,9845013042,Global@yahoo.com,vegetarian,$,6803050948
6534,Harbor Roaming Fork,1876750062,Harbor@gmx.com,vegetarian,$$,5066242752
6535,Harbor Wok,9681774668,Harbor@icloud.com,japanese,$$$$,9992839307
6536,Mosaic Chop House,3484405820,Mosaic@hotmail.com,arabic,$,4331461881
6537,Eternal Side Grill,1966478358,Eternal@protonmail.com,japanese,$$$$,7154788016
6538,Salt Bites,6325069970,Salt@aol.com,arabic,$$$$,6333192870
6539,Wholesome Edge,1199148416,Wholesome@protonmail.com,vegetarian,$$$$,9688057556
6540,Brick Side Grill,4468049719,Brick@icloud.com,italian,$$$,7002896151
6541,Eternal Kitchen,2312166897,Eternal@gmx.com,thai,$$$$,5709688197
6542,Lemon Perfection,5589714426,Lemon@gmail.com,arabic,$$,3596884471
6543,Global Chop House,1556072429,Global@aol.com,arabic,$$$$,6813020396
6544,Sip Eats,8588292258,Sip@mail.com,arabic,$,2632223984
6545,Fusion Fare,5211222974,Fusion@icloud.com,italian,$$,7224019408
6546,Savor Kettle,9122373672,Savor@icloud.com,italian,$$,5051083383
6547,Chop Trail,4596282732,Chop@icloud.com,italian,$$$$,9135791696
6548,Minty Fusion,9717177697,Minty@aol.com,vegetarian,$,7160608672
6549,Savor & Fresh,8893658580,Savor@gmx.com,thai,$$$,6322316981
6550,Spice Tastes,7470727113,Spice@gmx.com,thai,$$$,5988518204
6551,Zen Please,9705125611,Zen@gmail.com,vegetarian,$$,8522994715
6552,Savor Cuisine,1145283190,Savor@hotmail.com,american,$$,9277722629
6553,Lemon Chop House,9714478885,Lemon@mail.com,vegetarian,$$,5637941386
6554,Urban Bistro,6433111195,Urban@gmail.com,japanese,$,8374155546
6555,Epicurean & Sugar,7103745538,Epicurean@zoho.com,japanese,$,4684741970
6556,Ocean Roaming Fork,1383102430,Ocean@outlook.com,thai,$$$$,2185652420
6557,Lemon Please,5078677474,Lemon@yahoo.com,italian,$$,9188881684
6558,Crafted Fare,7338983341,Crafted@gmx.com,arabic,$,2382346837
6559,Bella Trail,3332675425,Bella@outlook.com,mexican,$$,1515402513
6560,Pasta Chop House,7296091398,Pasta@gmx.com,italian,$$$$,1289145149
6561,Fusion Bliss,3042847046,Fusion@gmail.com,mexican,$$$,2866904993
6562,Urban Street Cafe,1040833602,Urban@yahoo.com,italian,$$$,1330523456
