restaurant_id,street,address_number,zip_code,city,province,country
4624,Via del Tritone,19,85001,Verona,VR,Italy
4625,Via della Mosca,109,10001,Monza,MB,Italy
4626,Via Montenapoleone,123,10001,Siracusa,SR,Italy
4627,Viale delle Milizie,77,20158,Piacenza,PC,Italy
4628,Corso Magenta,51,85001,Giugliano in Campania,NA,Italy
4629,Corso Garibaldi,177,85001,Piacenza,PC,Italy
4630,Corso Italia,23,10001,Prato,PO,Italy
4631,Via dei Greci,48,69696,Bologna,BO,Italy
4632,Corso Umberto I,187,90001,Bergamo,BG,Italy
4633,Viale dei Traghetti,53,69696,Novara,NO,Italy
4634,Via della Fortezza,67,20158,Ferrara,FE,Italy
4635,Corso Garibaldi,28,77001,Ancona,AN,Italy
4636,Corso Garibaldi,46,2374,Brescia,BS,Italy
4637,Via dei Serpenti,118,60601,Brescia,BS,Italy
4638,Via XX Settembre,179,77001,Palermo,PA,Italy
4639,Via del Corso,45,85001,Ferrara,FE,Italy
4640,Viale Milano,101,46731,Padua,PD,Italy
4641,Via Manzoni,1,20158,Livorno,LI,Italy
4642,Corso Buenos Aires,105,46731,Trento,TN,Italy
4643,Viale Trastevere,139,2374,Siracusa,SR,Italy
4644,Via del Corso,156,69696,Vicenza,VI,Italy
4645,Via Dante,176,77001,Pescara,PE,Italy
4646,Via Dante,94,69696,Brescia,BS,Italy
4647,Via Flaminia,72,69696,Prato,PO,Italy
4648,Via Dante,14,90001,Piacenza,PC,Italy
4649,Viale dei Traghetti,158,60601,Sassari,SS,Italy
4650,Vicolo Fiori,67,10001,Bari,BA,Italy
4651,Via Dante,64,77001,Naples,NA,Italy
4652,Via dei Serpenti,167,85001,Trento,TN,Italy
4653,Viale delle Milizie,152,90001,Novara,NO,Italy
4654,Via Dante,123,2374,Ancona,AN,Italy
4655,Via dei Fori Imperiali,40,77001,Pescara,PE,Italy
4656,Via dei Greci,170,85001,Trento,TN,Italy
4657,Corso Buenos Aires,44,69696,Modena,MO,Italy
4658,Corso Italia,52,90001,Catania,CT,Italy
4659,Via Manzoni,53,77001,Foggia,FG,Italy
4660,Via del Tritone,50,60601,Novara,NO,Italy
4661,Via Panisperna,132,77001,Verona,VR,Italy
4662,Viale dell'Arte,56,46731,Genoa,GE,Italy
4663,Via Panisperna,136,77001,Brescia,BS,Italy
4664,Via del Tritone,23,85001,Reggio Emilia,RE,Italy
4665,Via dei Fori Imperiali,38,46731,Trento,TN,Italy
4666,Vicolo delle Erbe,76,10001,Palermo,PA,Italy
4667,Piazza Navona,25,46731,Perugia,PG,Italy
4668,Vicolo Fiori,196,10001,Andria,BT,Italy
4669,Via Roma,74,60601,Livorno,LI,Italy
4670,Via Manzoni,18,10001,Palermo,PA,Italy
4671,Via Roma,24,60601,Florence,FI,Italy
4672,Viale Ceccarini,53,85001,Palermo,PA,Italy
4673,Via Manzoni,196,10001,Giugliano in Campania,NA,Italy
4674,Via dei Condotti,68,85001,Reggio Emilia,RE,Italy
4675,Vicolo delle Erbe,67,90001,Trento,TN,Italy
4676,Viale dei Colli Portuensi,5,90001,Udine,UD,Italy
4677,Viale Ceccarini,138,90001,Livorno,LI,Italy
4678,Via Panisperna,28,90001,Catania,CT,Italy
4679,Viale Ceccarini,118,60601,Piacenza,PC,Italy
4680,Viale Parioli,122,2374,Terni,TR,Italy
4681,Via del Tritone,51,10001,Salerno,SA,Italy
4682,Viale Milano,52,2374,Terni,TR,Italy
4683,Via del Tritone,44,10001,Ancona,AN,Italy
4684,Via della Croce,129,46731,Prato,PO,Italy
4685,Via Flaminia,192,69696,Trieste,TS,Italy
4686,Via Giulia,56,46731,Catania,CT,Italy
4687,Via del Corso,99,69696,Piacenza,PC,Italy
4688,Piazza del Popolo,4,20158,Trento,TN,Italy
4689,Vicolo Fiori,18,85001,Cesena,FC,Italy
4690,Via del Corso,14,69696,Brescia,BS,Italy
4691,Via della Mosca,191,10001,Catania,CT,Italy
4692,Via Montenapoleone,161,85001,Genoa,GE,Italy
4693,Viale Milano,60,10001,Prato,PO,Italy
4694,Viale dell'Arte,82,46731,Verona,VR,Italy
4695,Viale dei Mille,166,69696,Piacenza,PC,Italy
4696,Corso Umberto I,195,85001,Bergamo,BG,Italy
4697,Via Tiburtina,141,20158,Bolzano,BZ,Italy
4698,Vicolo delle Palle,111,2374,Pescara,PE,Italy
4699,Viale Trastevere,159,85001,Verona,VR,Italy
4700,Viale dei Mille,89,85001,Verona,VR,Italy
4701,Via della Croce,59,90001,Sassari,SS,Italy
4702,Via della Croce,153,60601,Bari,BA,Italy
4703,Viale dei Colli Portuensi,131,69696,Foggia,FG,Italy
4704,Via XX Settembre,65,69696,Ferrara,FE,Italy
4705,Viale delle Milizie,192,60601,Siracusa,SR,Italy
4706,Via dei Fori Imperiali,166,69696,Reggio Emilia,RE,Italy
4707,Via Giulia,11,46731,Palermo,PA,Italy
4708,Via dei Condotti,96,2374,Catania,CT,Italy
4709,Viale Parioli,89,90001,Ferrara,FE,Italy
4710,Via del Corso,21,85001,Latina,LT,Italy
4711,Via della Croce,84,46731,Prato,PO,Italy
4712,Via della Mosca,93,2374,Andria,BT,Italy
4713,Corso Buenos Aires,165,85001,Modena,MO,Italy
4714,Piazza del Popolo,44,77001,Perugia,PG,Italy
4715,Via della Croce,193,46731,Catania,CT,Italy
4716,Via Garibaldi,31,60601,Forlì,FC,Italy
4717,Viale Parioli,52,10001,Brescia,BS,Italy
4718,Vicolo Stretto,154,85001,Siracusa,SR,Italy
4719,Vicolo delle Palle,117,60601,Bologna,BO,Italy
4720,Via Giulia,98,46731,Piacenza,PC,Italy
4721,Corso Buenos Aires,168,20158,Sassari,SS,Italy
4722,Via Margutta,78,85001,Reggio Emilia,RE,Italy
4723,Viale Milano,44,90001,Ravenna,RA,Italy
4724,Vicolo Fiori,140,85001,Reggio Calabria,RC,Italy
4725,Via Margutta,78,69696,Piacenza,PC,Italy
4726,Corso Buenos Aires,158,77001,Cesena,FC,Italy
4727,Via XX Settembre,42,2374,Perugia,PG,Italy
4728,Via dei Serpenti,3,85001,Ferrara,FE,Italy
4729,Via Montenapoleone,7,90001,Ferrara,FE,Italy
4730,Via dei Fori Imperiali,66,10001,Modena,MO,Italy
4731,Vicolo Fiori,181,20158,Palermo,PA,Italy
4732,Via Cavour,72,60601,Brescia,BS,Italy
4733,Via dei Greci,107,2374,Bergamo,BG,Italy
4734,Corso Garibaldi,141,2374,Bolzano,BZ,Italy
4735,Via della Repubblica,187,10001,Bergamo,BG,Italy
4736,Viale dell'Arte,10,20158,Cesena,FC,Italy
4737,Via Giulia,84,2374,Siracusa,SR,Italy
4738,Viale dei Mille,148,46731,Pescara,PE,Italy
4739,Viale Ceccarini,41,2374,Siracusa,SR,Italy
4740,Corso Umberto I,110,46731,Cesena,FC,Italy
4741,Via Cavour,141,20158,Sassari,SS,Italy
4742,Via del Corso,120,60601,Ancona,AN,Italy
4743,Viale Milano,37,46731,Palermo,PA,Italy
4744,Via Cavour,182,46731,Pescara,PE,Italy
4745,Piazza Navona,55,2374,Genoa,GE,Italy
4746,Via Montenapoleone,42,10001,Foggia,FG,Italy
4747,Via Manzoni,140,85001,Genoa,GE,Italy
4748,Piazza San Marco,151,60601,Genoa,GE,Italy
4749,Corso Vittorio Emanuele,7,69696,Foggia,FG,Italy
4750,Vicolo Fiori,81,85001,Naples,NA,Italy
4751,Via XX Settembre,2,10001,Bolzano,BZ,Italy
4752,Via dei Greci,77,85001,Ancona,AN,Italy
4753,Viale Milano,72,10001,Pescara,PE,Italy
4754,Corso Umberto I,37,20158,Milan,MI,Italy
4755,Viale dei Colli Portuensi,108,46731,Modena,MO,Italy
4756,Via dei Fori Imperiali,110,2374,Florence,FI,Italy
4757,Via Giulia,51,2374,Perugia,PG,Italy
4758,Viale delle Milizie,112,90001,Turin,TO,Italy
4759,Corso Vittorio Emanuele,62,85001,Rome,RM,Italy
4760,Via dei Condotti,139,20158,Udine,UD,Italy
4761,Piazza San Marco,70,10001,Ravenna,RA,Italy
4762,Via dei Serpenti,184,46731,Trieste,TS,Italy
4763,Via Garibaldi,57,60601,Sassari,SS,Italy
4764,Via Dante,135,10001,Turin,TO,Italy
4765,Corso Buenos Aires,159,85001,Reggio Emilia,RE,Italy
4766,Corso Umberto I,91,46731,Ferrara,FE,Italy
4767,Via del Corso,54,77001,Florence,FI,Italy
4768,Via del Corso,143,69696,Trieste,TS,Italy
4769,Viale dell'Arte,21,2374,Naples,NA,Italy
4770,Piazza Navona,149,2374,Cesena,FC,Italy
4771,Viale Parioli,174,85001,Messina,ME,Italy
4772,Corso Magenta,118,69696,Bari,BA,Italy
4773,Corso Vittorio Emanuele,28,10001,Palermo,PA,Italy
4774,Viale Trastevere,149,2374,Vicenza,VI,Italy
4775,Piazza del Popolo,154,2374,Salerno,SA,Italy
4776,Via Dante,193,69696,Monza,MB,Italy
4777,Via Giulia,135,2374,Udine,UD,Italy
4778,Corso Buenos Aires,196,20158,Ravenna,RA,Italy
4779,Piazza San Marco,74,90001,Andria,BT,Italy
4780,Vicolo Stretto,185,20158,Siracusa,SR,Italy
4781,Via della Mosca,147,2374,Pescara,PE,Italy
4782,Corso Umberto I,70,85001,Vicenza,VI,Italy
4783,Piazza Navona,145,90001,Vicenza,VI,Italy
4784,Piazza Navona,194,90001,Messina,ME,Italy
4785,Via Montenapoleone,179,77001,Salerno,SA,Italy
4786,Via della Repubblica,143,60601,Palermo,PA,Italy
4787,Via della Fortezza,122,2374,Reggio Calabria,RC,Italy
4788,Via Flaminia,197,69696,Naples,NA,Italy
4789,Vicolo delle Erbe,66,46731,Vicenza,VI,Italy
4790,Corso Garibaldi,147,2374,Monza,MB,Italy
4791,Via dei Greci,68,85001,Messina,ME,Italy
4792,Via della Fortezza,196,85001,Ferrara,FE,Italy
4793,Via del Corso,152,85001,Genoa,GE,Italy
4794,Via Tiburtina,108,69696,Cesena,FC,Italy
4795,Via del Tritone,164,90001,Milan,MI,Italy
4796,Vicolo Stretto,8,20158,Foggia,FG,Italy
4797,Corso Umberto I,18,85001,Brescia,BS,Italy
4798,Via Manzoni,102,10001,Siracusa,SR,Italy
4799,Via della Croce,89,20158,Taranto,TA,Italy
4800,Via dei Condotti,109,60601,Reggio Calabria,RC,Italy
4801,Via del Tritone,81,46731,Cesena,FC,Italy
4802,Via Tiburtina,129,20158,Bolzano,BZ,Italy
4803,Via XX Settembre,38,60601,Bari,BA,Italy
4804,Corso Buenos Aires,14,77001,Salerno,SA,Italy
4805,Via Appia Antica,87,60601,Modena,MO,Italy
4806,Via del Tritone,155,2374,Reggio Calabria,RC,Italy
4807,Via Montenapoleone,7,60601,Ravenna,RA,Italy
4808,Corso Venezia,108,20158,Salerno,SA,Italy
4809,Via Cavour,98,85001,Florence,FI,Italy
4810,Corso Italia,13,2374,Cesena,FC,Italy
4811,Via dei Condotti,83,69696,Perugia,PG,Italy
4812,Via Margutta,39,90001,Ravenna,RA,Italy
4813,Viale dei Mille,34,85001,Palermo,PA,Italy
4814,Via della Croce,85,90001,Reggio Emilia,RE,Italy
4815,Piazza San Marco,59,20158,Venice,VE,Italy
4816,Viale dei Traghetti,187,20158,Trieste,TS,Italy
4817,Corso Garibaldi,153,85001,Novara,NO,Italy
4818,Viale Trastevere,1,46731,Catania,CT,Italy
4819,Viale Trastevere,40,2374,Bari,BA,Italy
4820,Viale Parioli,70,60601,Bologna,BO,Italy
4821,Corso Vittorio Emanuele,106,20158,Livorno,LI,Italy
4822,Via Garibaldi,129,20158,Giugliano in Campania,NA,Italy
4823,Via XX Settembre,97,10001,Palermo,PA,Italy
4824,Vicolo Fiori,7,10001,Palermo,PA,Italy
4825,Vicolo delle Palle,114,2374,Monza,MB,Italy
4826,Corso Vittorio Emanuele,88,90001,Rome,RM,Italy
4827,Via Montenapoleone,51,77001,Palermo,PA,Italy
4828,Via della Fortezza,129,60601,Trieste,TS,Italy
4829,Via dei Condotti,38,60601,Trento,TN,Italy
4830,Vicolo delle Palle,119,77001,Trieste,TS,Italy
4831,Piazza Navona,129,90001,Giugliano in Campania,NA,Italy
4832,Via dei Condotti,118,20158,Foggia,FG,Italy
4833,Via della Repubblica,36,77001,Ancona,AN,Italy
4834,Via Garibaldi,92,10001,Padua,PD,Italy
4835,Corso Italia,109,20158,Cagliari,CA,Italy
4836,Viale dei Traghetti,196,85001,Andria,BT,Italy
4837,Viale dei Mille,64,85001,Ferrara,FE,Italy
4838,Corso Italia,115,90001,Florence,FI,Italy
4839,Viale dei Colli Portuensi,177,20158,Taranto,TA,Italy
4840,Viale Trastevere,161,90001,Ravenna,RA,Italy
4841,Vicolo Fiori,14,85001,Palermo,PA,Italy
4842,Vicolo delle Erbe,141,85001,Venice,VE,Italy
4843,Via Montenapoleone,23,20158,Trieste,TS,Italy
4844,Via Montenapoleone,137,85001,Ancona,AN,Italy
4845,Corso Venezia,194,69696,Bari,BA,Italy
4846,Viale Trastevere,150,69696,Bergamo,BG,Italy
4847,Viale dei Colli Portuensi,147,10001,Piacenza,PC,Italy
4848,Via del Tritone,102,90001,Palermo,PA,Italy
4849,Vicolo delle Erbe,163,60601,Vicenza,VI,Italy
4850,Corso Garibaldi,172,77001,Prato,PO,Italy
4851,Via Appia Antica,128,90001,Cagliari,CA,Italy
4852,Via della Moscova,135,60601,Novara,NO,Italy
4853,Piazza Navona,87,90001,Catania,CT,Italy
4854,Viale dei Traghetti,200,69696,Verona,VR,Italy
4855,Piazza San Marco,86,46731,Andria,BT,Italy
4856,Via Montenapoleone,63,90001,Florence,FI,Italy
4857,Viale dei Traghetti,73,10001,Cesena,FC,Italy
4858,Via della Fortezza,92,46731,Verona,VR,Italy
4859,Via Flaminia,87,20158,Venice,VE,Italy
4860,Via della Repubblica,73,10001,Arezzo,AR,Italy
4861,Via Giulia,48,60601,Andria,BT,Italy
4862,Via dei Condotti,161,10001,Monza,MB,Italy
4863,Viale dei Mille,165,2374,Rome,RM,Italy
4864,Via del Corso,56,77001,Terni,TR,Italy
4865,Vicolo delle Palle,130,20158,Bergamo,BG,Italy
4866,Vicolo delle Erbe,187,20158,Ferrara,FE,Italy
4867,Via Giulia,52,2374,Novara,NO,Italy
4868,Via della Mosca,38,20158,Forlì,FC,Italy
4869,Corso Vittorio Emanuele,137,77001,Arezzo,AR,Italy
4870,Viale dei Mille,10,77001,Cesena,FC,Italy
4871,Via del Corso,53,2374,Reggio Emilia,RE,Italy
4872,Via Flaminia,121,85001,Trento,TN,Italy
4873,Corso Magenta,88,77001,Modena,MO,Italy
4874,Viale Ceccarini,74,77001,Turin,TO,Italy
4875,Viale dei Traghetti,24,77001,Cesena,FC,Italy
4876,Viale Ceccarini,143,85001,Vicenza,VI,Italy
4877,Vicolo Stretto,56,20158,Vicenza,VI,Italy
4878,Via Montenapoleone,31,46731,Reggio Calabria,RC,Italy
4879,Viale Parioli,38,20158,Venice,VE,Italy
4880,Viale dell'Arte,145,20158,Ancona,AN,Italy
4881,Viale dei Traghetti,4,10001,Cesena,FC,Italy
4882,Via XX Settembre,137,60601,Bolzano,BZ,Italy
4883,Corso Magenta,139,2374,Rome,RM,Italy
4884,Corso Umberto I,166,90001,Sassari,SS,Italy
4885,Via del Tritone,136,90001,Andria,BT,Italy
4886,Via dei Condotti,171,60601,Turin,TO,Italy
4887,Via dei Fori Imperiali,25,69696,Bologna,BO,Italy
4888,Viale Milano,44,69696,Giugliano in Campania,NA,Italy
4889,Via Appia Antica,6,10001,Cesena,FC,Italy
4890,Via della Fortezza,79,10001,Giugliano in Campania,NA,Italy
4891,Via Manzoni,175,10001,Piacenza,PC,Italy
4892,Via Tiburtina,18,46731,Udine,UD,Italy
4893,Piazza del Popolo,150,20158,Pescara,PE,Italy
4894,Via dei Greci,46,10001,Cagliari,CA,Italy
4895,Via della Mosca,61,85001,Siracusa,SR,Italy
4896,Via Panisperna,187,77001,Piacenza,PC,Italy
4897,Via Dante,147,85001,Livorno,LI,Italy
4898,Via Cavour,116,10001,Ancona,AN,Italy
4899,Via della Repubblica,29,2374,Monza,MB,Italy
4900,Vicolo Fiori,20,90001,Trieste,TS,Italy
4901,Via Panisperna,163,85001,Monza,MB,Italy
4902,Viale Parioli,31,10001,Palermo,PA,Italy
4903,Via Montenapoleone,173,10001,Bolzano,BZ,Italy
4904,Vicolo delle Palle,149,69696,Verona,VR,Italy
4905,Via Manzoni,123,90001,Verona,VR,Italy
4906,Viale dei Colli Portuensi,51,46731,Foggia,FG,Italy
4907,Via del Corso,2,77001,Arezzo,AR,Italy
4908,Via Panisperna,18,46731,Novara,NO,Italy
4909,Viale dei Colli Portuensi,55,85001,Bolzano,BZ,Italy
4910,Corso Magenta,75,2374,Pescara,PE,Italy
4911,Via Roma,45,2374,Foggia,FG,Italy
4912,Piazza di Spagna,56,20158,Bergamo,BG,Italy
4913,Via Appia Antica,109,20158,Rimini,RN,Italy
4914,Viale Parioli,151,20158,Brescia,BS,Italy
4915,Corso Vittorio Emanuele,193,77001,Reggio Emilia,RE,Italy
4916,Piazza del Popolo,47,2374,Pescara,PE,Italy
4917,Vicolo delle Palle,191,46731,Naples,NA,Italy
4918,Viale Milano,179,2374,Foggia,FG,Italy
4919,Via Flaminia,99,46731,Cesena,FC,Italy
4920,Viale delle Milizie,113,85001,Monza,MB,Italy
4921,Vicolo delle Erbe,171,2374,Venice,VE,Italy
4922,Via Roma,18,77001,Arezzo,AR,Italy
4923,Via dei Greci,42,20158,Bari,BA,Italy
4924,Corso Venezia,17,20158,Milan,MI,Italy
4925,Corso Magenta,159,46731,Livorno,LI,Italy
4926,Via Flaminia,98,10001,Forlì,FC,Italy
4927,Via Appia Antica,155,90001,Reggio Calabria,RC,Italy
4928,Via dei Greci,7,85001,Ravenna,RA,Italy
4929,Vicolo Fiori,194,46731,Vicenza,VI,Italy
4930,Via della Moscova,192,10001,Bologna,BO,Italy
4931,Corso Venezia,169,69696,Siracusa,SR,Italy
4932,Corso Magenta,6,2374,Salerno,SA,Italy
4933,Via dei Fori Imperiali,48,60601,Palermo,PA,Italy
4934,Via Panisperna,18,69696,Catania,CT,Italy
4935,Viale Trastevere,127,10001,Terni,TR,Italy
4936,Piazza del Popolo,162,90001,Perugia,PG,Italy
4937,Via Tiburtina,18,20158,Cagliari,CA,Italy
4938,Corso Umberto I,174,2374,Venice,VE,Italy
4939,Via Giulia,196,90001,Perugia,PG,Italy
4940,Piazza San Marco,138,10001,Bari,BA,Italy
4941,Via della Fortezza,11,77001,Terni,TR,Italy
4942,Via Cavour,122,46731,Turin,TO,Italy
4943,Via Manzoni,87,2374,Venice,VE,Italy
4944,Via della Mosca,62,60601,Padua,PD,Italy
4945,Vicolo Fiori,104,69696,Venice,VE,Italy
4946,Via Dante,100,20158,Terni,TR,Italy
4947,Vicolo delle Erbe,149,46731,Novara,NO,Italy
4948,Viale Trastevere,188,90001,Ferrara,FE,Italy
4949,Via dei Serpenti,148,69696,Livorno,LI,Italy
4950,Corso Umberto I,112,69696,Venice,VE,Italy
4951,Viale delle Milizie,8,90001,Novara,NO,Italy
4952,Viale dell'Arte,181,90001,Arezzo,AR,Italy
4953,Vicolo delle Palle,40,90001,Verona,VR,Italy
4954,Viale Trastevere,90,10001,Bari,BA,Italy
4955,Corso Umberto I,77,46731,Florence,FI,Italy
4956,Via della Moscova,141,10001,Ancona,AN,Italy
4957,Via Flaminia,121,10001,Bergamo,BG,Italy
4958,Via della Moscova,43,77001,Rome,RM,Italy
4959,Via Garibaldi,92,2374,Udine,UD,Italy
4960,Via della Repubblica,120,77001,Trieste,TS,Italy
4961,Via Panisperna,197,69696,Verona,VR,Italy
4962,Via Montenapoleone,102,2374,Reggio Emilia,RE,Italy
4963,Corso Buenos Aires,146,10001,Vicenza,VI,Italy
4964,Via dei Serpenti,64,60601,Siracusa,SR,Italy
4965,Corso Buenos Aires,198,85001,Salerno,SA,Italy
4966,Viale dell'Arte,180,46731,Livorno,LI,Italy
4967,Corso Garibaldi,114,60601,Terni,TR,Italy
4968,Via Panisperna,129,2374,Ferrara,FE,Italy
4969,Viale delle Milizie,38,69696,Turin,TO,Italy
4970,Piazza di Spagna,11,60601,Sassari,SS,Italy
4971,Piazza San Marco,70,46731,Venice,VE,Italy
4972,Viale dell'Arte,196,85001,Bergamo,BG,Italy
4973,Via Tiburtina,48,60601,Forlì,FC,Italy
4974,Vicolo Fiori,116,10001,Monza,MB,Italy
4975,Via della Moscova,139,20158,Turin,TO,Italy
4976,Via della Fortezza,133,20158,Brescia,BS,Italy
4977,Viale delle Milizie,150,77001,Ancona,AN,Italy
4978,Vicolo delle Palle,93,77001,Ancona,AN,Italy
4979,Corso Umberto I,66,10001,Reggio Calabria,RC,Italy
4980,Corso Venezia,42,69696,Livorno,LI,Italy
4981,Viale dei Traghetti,4,2374,Latina,LT,Italy
4982,Piazza San Marco,117,77001,Bolzano,BZ,Italy
4983,Via della Repubblica,156,10001,Genoa,GE,Italy
4984,Via dei Condotti,9,10001,Genoa,GE,Italy
4985,Via Montenapoleone,156,69696,Verona,VR,Italy
4986,Viale dei Mille,109,69696,Venice,VE,Italy
4987,Via Appia Antica,123,10001,Brescia,BS,Italy
4988,Vicolo delle Palle,126,60601,Cesena,FC,Italy
4989,Viale dei Mille,68,60601,Salerno,SA,Italy
4990,Via della Croce,42,46731,Giugliano in Campania,NA,Italy
4991,Corso Italia,155,85001,Bolzano,BZ,Italy
4992,Corso Venezia,133,20158,Novara,NO,Italy
4993,Viale Milano,165,2374,Bari,BA,Italy
4994,Viale Parioli,55,46731,Cesena,FC,Italy
4995,Viale Milano,185,2374,Rimini,RN,Italy
4996,Viale dei Colli Portuensi,163,10001,Cesena,FC,Italy
4997,Via Garibaldi,113,2374,Ancona,AN,Italy
4998,Viale Milano,155,90001,Livorno,LI,Italy
4999,Via del Corso,2,77001,Reggio Calabria,RC,Italy
5000,Via Garibaldi,45,85001,Ferrara,FE,Italy
5001,Corso Garibaldi,159,85001,Trento,TN,Italy
5002,Piazza San Marco,86,10001,Bolzano,BZ,Italy
5003,Via Dante,99,46731,Siracusa,SR,Italy
5004,Vicolo Stretto,188,2374,Reggio Emilia,RE,Italy
5005,Via Montenapoleone,137,85001,Cesena,FC,Italy
5006,Via Roma,165,60601,Bolzano,BZ,Italy
5007,Corso Italia,32,85001,Catania,CT,Italy
5008,Via Cavour,92,46731,Palermo,PA,Italy
5009,Vicolo Fiori,76,77001,Latina,LT,Italy
5010,Via della Repubblica,164,20158,Trieste,TS,Italy
5011,Viale Trastevere,12,85001,Reggio Calabria,RC,Italy
5012,Corso Buenos Aires,68,10001,Brescia,BS,Italy
5013,Via Cavour,123,46731,Rome,RM,Italy
5014,Via Flaminia,30,60601,Forlì,FC,Italy
5015,Piazza San Marco,21,20158,Siracusa,SR,Italy
5016,Via Dante,195,90001,Venice,VE,Italy
5017,Corso Buenos Aires,74,90001,Messina,ME,Italy
5018,Viale delle Milizie,122,2374,Rimini,RN,Italy
5019,Corso Garibaldi,26,85001,Forlì,FC,Italy
5020,Via del Tritone,138,90001,Udine,UD,Italy
5021,Via Tiburtina,122,85001,Pescara,PE,Italy
5022,Via della Fortezza,174,20158,Ancona,AN,Italy
5023,Via Manzoni,62,46731,Novara,NO,Italy
5024,Viale Ceccarini,94,85001,Bari,BA,Italy
5025,Via Roma,77,77001,Pescara,PE,Italy
5026,Via Panisperna,187,60601,Giugliano in Campania,NA,Italy
5027,Viale dei Colli Portuensi,179,90001,Modena,MO,Italy
5028,Viale dei Mille,146,69696,Arezzo,AR,Italy
5029,Vicolo Fiori,170,90001,Bari,BA,Italy
5030,Corso Umberto I,152,90001,Ferrara,FE,Italy
5031,Corso Umberto I,157,2374,Prato,PO,Italy
5032,Corso Vittorio Emanuele,127,2374,Piacenza,PC,Italy
5033,Viale Milano,60,2374,Florence,FI,Italy
5034,Corso Buenos Aires,69,46731,Rome,RM,Italy
5035,Corso Garibaldi,178,2374,Padua,PD,Italy
5036,Piazza del Popolo,167,60601,Salerno,SA,Italy
5037,Via Montenapoleone,35,60601,Florence,FI,Italy
5038,Viale Milano,97,10001,Cagliari,CA,Italy
5039,Via del Tritone,5,46731,Livorno,LI,Italy
5040,Via della Fortezza,63,85001,Siracusa,SR,Italy
5041,Viale Ceccarini,29,2374,Vicenza,VI,Italy
5042,Via della Croce,124,20158,Andria,BT,Italy
5043,Via Garibaldi,164,10001,Genoa,GE,Italy
5044,Corso Garibaldi,58,60601,Bari,BA,Italy
5045,Via del Corso,150,85001,Novara,NO,Italy
5046,Piazza San Marco,69,10001,Bari,BA,Italy
5047,Via XX Settembre,169,46731,Forlì,FC,Italy
5048,Via della Repubblica,198,60601,Terni,TR,Italy
5049,Via Giulia,49,46731,Milan,MI,Italy
5050,Via dei Greci,21,60601,Terni,TR,Italy
5051,Viale Parioli,160,69696,Trento,TN,Italy
5052,Viale Milano,28,60601,Catania,CT,Italy
5053,Viale dei Colli Portuensi,149,20158,Prato,PO,Italy
5054,Via Cavour,49,2374,Ferrara,FE,Italy
5055,Piazza San Marco,78,10001,Bari,BA,Italy
5056,Viale dei Colli Portuensi,176,10001,Cesena,FC,Italy
5057,Via dei Serpenti,43,60601,Monza,MB,Italy
5058,Corso Venezia,94,77001,Perugia,PG,Italy
5059,Via Panisperna,94,46731,Perugia,PG,Italy
5060,Piazza di Spagna,89,69696,Florence,FI,Italy
5061,Via del Corso,84,69696,Rome,RM,Italy
5062,Via Panisperna,5,10001,Sassari,SS,Italy
5063,Via Panisperna,199,60601,Arezzo,AR,Italy
5064,Via Dante,105,10001,Pescara,PE,Italy
5065,Viale dei Mille,135,2374,Cagliari,CA,Italy
5066,Corso Venezia,169,90001,Andria,BT,Italy
5067,Viale Trastevere,38,77001,Catania,CT,Italy
5068,Via della Moscova,61,85001,Udine,UD,Italy
5069,Piazza di Spagna,95,85001,Udine,UD,Italy
5070,Via della Repubblica,187,20158,Giugliano in Campania,NA,Italy
5071,Via Dante,38,20158,Bergamo,BG,Italy
5072,Via del Corso,83,10001,Ravenna,RA,Italy
5073,Corso Buenos Aires,162,10001,Taranto,TA,Italy
5074,Piazza del Popolo,129,46731,Giugliano in Campania,NA,Italy
5075,Corso Magenta,53,60601,Reggio Calabria,RC,Italy
5076,Via Flaminia,43,90001,Turin,TO,Italy
5077,Vicolo delle Erbe,56,85001,Genoa,GE,Italy
5078,Via della Moscova,159,69696,Ferrara,FE,Italy
5079,Via della Moscova,178,10001,Genoa,GE,Italy
5080,Vicolo delle Erbe,69,60601,Taranto,TA,Italy
5081,Vicolo delle Erbe,77,10001,Rome,RM,Italy
5082,Viale dei Colli Portuensi,174,69696,Ravenna,RA,Italy
5083,Corso Venezia,195,10001,Naples,NA,Italy
5084,Corso Vittorio Emanuele,167,85001,Brescia,BS,Italy
5085,Via Appia Antica,150,60601,Ancona,AN,Italy
5086,Via Giulia,163,46731,Latina,LT,Italy
5087,Piazza San Marco,3,2374,Prato,PO,Italy
5088,Via Roma,130,10001,Novara,NO,Italy
5089,Via della Fortezza,191,85001,Pescara,PE,Italy
5090,Viale Ceccarini,102,46731,Rome,RM,Italy
5091,Via della Moscova,154,20158,Arezzo,AR,Italy
5092,Via Montenapoleone,108,2374,Sassari,SS,Italy
5093,Viale Trastevere,35,10001,Trento,TN,Italy
5094,Viale Trastevere,39,77001,Trento,TN,Italy
5095,Via XX Settembre,118,10001,Verona,VR,Italy
5096,Via Cavour,29,2374,Rimini,RN,Italy
5097,Corso Vittorio Emanuele,123,10001,Terni,TR,Italy
5098,Viale dei Mille,154,77001,Giugliano in Campania,NA,Italy
5099,Via Cavour,49,46731,Ravenna,RA,Italy
5100,Via Appia Antica,180,10001,Venice,VE,Italy
5101,Viale dei Traghetti,193,77001,Latina,LT,Italy
5102,Via Roma,145,46731,Sassari,SS,Italy
